code,pctl,evaluationperiod_pctl,speed,evaluationperiod_speed,goal,indicatorcode,indicatorname,value,orig_value,diff,more_is_better,target_value
SEN,60-80,2015-2022,1.260660624,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),59.9832,21.7,38.2832,1,100
SRB,60-80,2015-2023,1.1764029,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.3575,65.317,20.0405,1,100
SVN,60-80,2015-2023,1.340061326,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),90.3779,73.0987,17.2792,1,100
SLB,60-80,2015-2022,1.147750296,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),44.9575,10.0005,34.957,1,100
SOM,60-80,2015-2022,1.125213594,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),27.6,1.76,25.84,1,100
LKA,60-80,2015-2022,1.10783528,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),50.1067,15.26,34.8467,1,100
VCT,60-80,2015-2022,1.348897969,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),77.7418,49.4,28.3418,1,100
CHE,60-80,2015-2020,1.548784986,2015-2020,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.3499,87.4791,6.8708,1,100
TUN,60-80,2015-2022,1.191713365,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),73.8379,46.5,27.3379,1,100
VNM,60-80,2015-2023,1.328445882,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),78.08,45,33.08,1,100
ATG,80-100,2015-2022,1.866263383,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),91.4123,70,21.4123,1,100
BHS,80-100,2015-2022,1.96047626,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.4117,78,16.4117,1,100
BLR,80-100,2015-2023,1.980290306,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),91.5125,62.2304,29.2821,1,100
BTN,80-100,2015-2022,2.443959774,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),86.8403,39.8,47.0403,1,100
BOL,80-100,2015-2022,1.440885113,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),73.2831,37.4868,35.7963,1,100
BIH,80-100,2015-2023,1.470612191,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),83.3772,52.6,30.7772,1,100
BWA,80-100,2015-2022,1.705828366,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),77.3272,37.3121,40.0151,1,100
KHM,80-100,2015-2022,1.737658929,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),56.7328,6.43319,50.29961,1,100
CHL,80-100,2015-2023,1.738115088,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.1192,76.6296,17.4896,1,100
CUB,80-100,2015-2022,1.44277902,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),73.2178,37.3051,35.9127,1,100
CYP,80-100,2015-2023,1.522431983,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),91.2212,71.7157,19.5055,1,100
DJI,80-100,2015-2022,1.447081221,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),65.0322,22.9,42.1322,1,100
DOM,80-100,2015-2022,1.713714997,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),84.3832,54.2158,30.1674,1,100
GNQ,80-100,2015-2022,1.584732354,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),66.8193,21.32,45.4993,1,100
FJI,80-100,2015-2022,2.190736744,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.2199,42.5,42.7199,1,100
GEO,80-100,2015-2023,1.50909668,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),81.8842,47.5698,34.3144,1,100
GHA,80-100,2015-2022,1.687711167,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),69.8405,23,46.8405,1,100
GUY,80-100,2015-2022,2.461386654,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.3163,34,51.3163,1,100
HUN,80-100,2015-2023,1.498328176,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),91.4501,72.8347,18.6154,1,100
IDN,80-100,2015-2023,1.473391042,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),69.2084,22.0627,47.1457,1,100
IRN,80-100,2015-2022,1.784444612,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),81.717,45.335,36.382,1,100
IRQ,80-100,2015-2022,2.504225714,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),78.7156,15.2,63.5156,1,100
IRL,80-100,2015-2021,1.794098667,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.456,83.4948,10.9612,1,100
ITA,80-100,2015-2023,1.605304413,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),87.0278,58.1417,28.8861,1,100
JAM,80-100,2015-2022,2.189636068,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.1185,42.2212,42.8973,1,100
JOR,80-100,2015-2022,2.428748268,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),90.5,54.22,36.28,1,100
KAZ,80-100,2015-2023,1.81980658,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),92.8785,70.8299,22.0486,1,100
KGZ,80-100,2015-2022,2.09513264,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),79.7703,30.247,49.5233,1,100
LAO,80-100,2015-2022,1.655211265,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),66.1548,18.2,47.9548,1,100
MYS,80-100,2015-2020,2.147596984,2015-2020,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.555,71.0641,18.4909,1,100
MDV,80-100,2015-2022,1.660978516,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),83.9119,54.462,29.4499,1,100
MHL,80-100,2015-2022,2.000835864,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),73.2238,19.2824,53.9414,1,100
MNG,80-100,2015-2022,2.678935219,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),83.9145,22.5,61.4145,1,100
MNE,80-100,2015-2022,1.520133093,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),88.2219,68.1198,20.1021,1,100
MAR,80-100,2015-2022,2.233845746,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.9,57.08,32.82,1,100
PER,80-100,2015-2022,1.423359991,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),74.675,40.8526,33.8224,1,100
PHL,80-100,2015-2022,1.578118463,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),75.2111,36.9,38.3111,1,100
PRI,80-100,2015-2022,1.63637253,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),87.2918,63.4663,23.8255,1,100
ROU,80-100,2015-2023,1.916158753,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.2034,55.7632,33.4402,1,100
RUS,80-100,2015-2023,1.751428724,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),92.245,70.0992,22.1458,1,100
WSM,80-100,2015-2022,1.932412767,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),75.2869,25.407,49.8799,1,100
SYC,80-100,2015-2022,1.944177433,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),86.6654,54.2596,32.4058,1,100
SGP,80-100,2015-2023,1.626974281,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.2863,79.013,15.2733,1,100
ESP,80-100,2015-2022,1.931885998,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.4855,78.6896,15.7959,1,100
SUR,80-100,2015-2022,1.432520613,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),75.7614,42.7638,32.9976,1,100
THA,80-100,2015-2023,2.439063243,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.5352,39.3161,50.2191,1,100
TUR,80-100,2015-2023,1.651851155,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.9607,53.745,32.2157,1,100
TUV,80-100,2015-2022,2.295548063,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),81.1913,27.3,53.8913,1,100
UKR,80-100,2015-2021,1.718141169,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),79.2183,48.8846,30.3337,1,100
URY,80-100,2015-2022,1.909313969,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.873,64.5708,25.3022,1,100
UZB,80-100,2015-2023,2.282957232,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.0136,42.8,46.2136,1,100
VUT,80-100,2015-2022,1.711102743,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),69.8888,22.3514,47.5374,1,100
PSE,80-100,2015-2023,1.617438916,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),86.6377,56.7,29.9377,1,100
NRU,80-100,2017-2022,1.721542964,2017-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),82.6668,62.3851,20.2817,1,100
SMR,80-100,2017-2022,2.162893265,2017-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.0607,60.1823,24.8784,1,100
